model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize,car_age,usage_category,price_tier,annual_mileage,liquidity_score,as_bargin
 3 Series,2019,21450,Semi-Auto,11706,Diesel,150,55.4,2.0,7,В хорошем состоянии,Премиум,1672.3,77.1,True
 i3,2014,15450,Automatic,42479,Hybrid,0,470.8,0.0,12,Высокое использование,Средний класс,3539.9,57.2,False
 X5,2019,48950,Semi-Auto,8043,Diesel,150,37.7,3.0,7,В хорошем состоянии,Люкс,1149.0,77.7,False
 X4,2019,34950,Semi-Auto,5763,Diesel,150,42.8,2.0,7,В хорошем состоянии,Люкс,823.3,78.1,False
 2 Series,2015,17541,Semi-Auto,26035,Petrol,165,44.1,2.0,11,Высокое использование,Средний класс,2366.8,62.8,False
 X5,2013,26651,Automatic,47301,Diesel,205,45.6,3.0,13,Высокое использование,Премиум,3638.5,53.4,False
 3 Series,2016,18191,Semi-Auto,38882,Hybrid,0,134.5,2.0,10,Высокое использование,Средний класс,3888.2,63.8,False
 3 Series,2019,39020,Semi-Auto,7537,Diesel,145,43.5,3.0,7,В хорошем состоянии,Люкс,1076.7,77.8,False
 1 Series,2017,14951,Semi-Auto,18852,Diesel,150,70.6,2.0,9,Высокое использование,Средний класс,2094.7,70.0,False
 3 Series,2018,22021,Semi-Auto,26821,Diesel,150,64.2,2.0,8,Высокое использование,Премиум,3352.6,71.7,False
 5 Series,2019,36951,Semi-Auto,7218,Petrol,150,46.3,2.0,7,В хорошем состоянии,Люкс,1031.1,77.8,False
 2 Series,2016,15950,Semi-Auto,43911,Diesel,145,55.4,2.0,10,Высокое использование,Средний класс,4391.1,63.0,False
 8 Series,2019,56950,Semi-Auto,9731,Diesel,145,39.8,3.0,7,В хорошем состоянии,Люкс,1390.1,77.4,False
 X3,2016,21950,Semi-Auto,45142,Diesel,200,47.9,3.0,10,Высокое использование,Премиум,4514.2,62.8,False
 2 Series,2019,20950,Manual,100,Petrol,145,52.3,1.5,7,В хорошем состоянии,Премиум,14.3,79.0,False
 2 Series,2020,22950,Manual,500,Petrol,145,42.8,1.5,6,В хорошем состоянии,Премиум,83.3,81.9,False
 X1,2020,29950,Semi-Auto,35,Diesel,145,40.9,2.0,6,В хорошем состоянии,Люкс,5.8,82.0,False
 1 Series,2019,18950,Semi-Auto,9079,Diesel,145,47.9,1.5,7,В хорошем состоянии,Средний класс,1297.0,77.5,False
 X5,2019,51950,Semi-Auto,101,Diesel,145,37.7,3.0,7,В хорошем состоянии,Люкс,14.4,79.0,False
 X3,2019,31950,Semi-Auto,7721,Diesel,145,54.3,2.0,7,В хорошем состоянии,Люкс,1103.0,77.8,False
 X1,2019,26450,Semi-Auto,8643,Diesel,145,50.4,2.0,7,В хорошем состоянии,Премиум,1234.7,77.6,False
 X5,2019,57950,Semi-Auto,4897,Diesel,145,33.6,3.0,7,В хорошем состоянии,Люкс,699.6,78.2,False
 4 Series,2018,24401,Semi-Auto,9049,Diesel,150,58.9,2.0,8,Высокое использование,Премиум,1131.1,74.6,False
 X2,2019,36451,Semi-Auto,2975,Petrol,150,34.0,2.0,7,В хорошем состоянии,Люкс,425.0,78.5,False
 M4,2017,34221,Semi-Auto,63660,Petrol,150,32.5,3.0,9,Высокое использование,Люкс,7073.3,62.8,False
 X2,2019,34910,Semi-Auto,4577,Petrol,145,39.2,2.0,7,В хорошем состоянии,Люкс,653.9,78.3,False
 X1,2019,32940,Semi-Auto,5642,Petrol,145,37.7,2.0,7,В хорошем состоянии,Люкс,806.0,78.1,False
 X6,2019,68300,Semi-Auto,3145,Petrol,145,26.4,3.0,7,В хорошем состоянии,Люкс,449.3,78.5,False
 M5,2019,89900,Semi-Auto,2269,Petrol,145,24.1,4.4,7,В хорошем состоянии,Люкс,324.1,78.6,False
 3 Series,2018,16950,Manual,19041,Diesel,145,67.3,2.0,8,Высокое использование,Средний класс,2380.1,73.0,True
 3 Series,2020,28450,Semi-Auto,101,Diesel,145,50.4,2.0,6,В хорошем состоянии,Люкс,16.8,82.0,True
 2 Series,2019,20450,Manual,101,Petrol,145,42.2,1.5,7,В хорошем состоянии,Премиум,14.4,79.0,False
 1 Series,2016,13950,Semi-Auto,54205,Diesel,20,68.9,1.5,10,Высокое использование,Бюджетные,5420.5,61.3,False
 X3,2019,32509,Semi-Auto,9000,Diesel,145,54.3,2.0,7,В хорошем состоянии,Люкс,1285.7,77.6,False
 X3,2019,37963,Semi-Auto,4786,Diesel,145,48.7,3.0,7,В хорошем состоянии,Люкс,683.7,78.2,False
 X2,2019,24543,Semi-Auto,3412,Petrol,145,38.7,2.0,7,В хорошем состоянии,Премиум,487.4,78.5,False
 4 Series,2016,13949,Automatic,70976,Diesel,30,65.7,2.0,10,Высокое использование,Бюджетные,7097.6,58.6,True
 1 Series,2017,16770,Automatic,22848,Petrol,145,47.9,2.0,9,Высокое использование,Средний класс,2538.7,69.3,False
 X1,2016,18727,Automatic,16318,Petrol,160,44.8,2.0,10,Высокое использование,Средний класс,1631.8,67.4,False
 5 Series,2015,10400,Manual,73227,Diesel,125,61.4,2.0,11,Высокое использование,Бюджетные,6657.0,55.3,True
 1 Series,2015,9890,Automatic,58283,Diesel,30,64.2,2.0,11,Высокое использование,Бюджетные,5298.5,57.7,False
 4 Series,2014,15050,Semi-Auto,26973,Diesel,125,60.1,2.0,12,Высокое использование,Средний класс,2247.8,59.7,False
 4 Series,2019,34360,Semi-Auto,3986,Diesel,145,51.4,3.0,7,В хорошем состоянии,Люкс,569.4,78.4,False
 1 Series,2019,33150,Semi-Auto,4902,Diesel,145,51.4,2.0,7,В хорошем состоянии,Люкс,700.3,78.2,False
 6 Series,2019,41980,Semi-Auto,4028,Diesel,145,42.2,2.0,7,В хорошем состоянии,Люкс,575.4,78.4,False
 2 Series,2019,31410,Semi-Auto,3104,Petrol,145,47.9,2.0,7,В хорошем состоянии,Люкс,443.4,78.5,False
 X2,2019,29542,Semi-Auto,5564,Petrol,145,39.8,2.0,7,В хорошем состоянии,Люкс,794.9,78.1,False
 3 Series,2017,18741,Semi-Auto,27012,Diesel,30,64.2,2.0,9,Высокое использование,Средний класс,3001.3,68.7,False
 X6,2016,30572,Semi-Auto,40246,Diesel,200,44.8,3.0,10,Высокое использование,Люкс,4024.6,63.6,False
 X7,2019,65520,Automatic,8574,Diesel,145,33.6,3.0,7,В хорошем состоянии,Люкс,1224.9,77.6,False
 X1,2015,10912,Semi-Auto,82455,Diesel,160,52.3,2.0,11,Высокое использование,Бюджетные,7495.9,53.8,True
 4 Series,2019,27125,Semi-Auto,5046,Diesel,145,65.7,2.0,7,В хорошем состоянии,Премиум,720.9,78.2,False
 X3,2019,36203,Semi-Auto,3425,Diesel,145,48.7,3.0,7,В хорошем состоянии,Люкс,489.3,78.5,False
 X3,2018,32340,Semi-Auto,10488,Diesel,145,48.7,3.0,8,Высокое использование,Люкс,1311.0,74.3,False
 4 Series,2014,18712,Automatic,43116,Diesel,160,50.4,3.0,12,Высокое использование,Средний класс,3593.0,57.1,False
 6 Series,2015,20172,Semi-Auto,37175,Diesel,160,49.6,3.0,11,Высокое использование,Средний класс,3379.5,61.1,False
 7 Series,2019,45640,Automatic,7689,Diesel,145,44.1,3.0,7,В хорошем состоянии,Люкс,1098.4,77.8,False
 8 Series,2019,64103,Semi-Auto,1897,Diesel,145,39.8,3.0,7,В хорошем состоянии,Люкс,271.0,78.7,False
 X6,2015,23162,Semi-Auto,55912,Diesel,200,47.1,3.0,11,Высокое использование,Премиум,5082.9,58.1,False
 X1,2017,23032,Semi-Auto,19340,Diesel,145,57.6,2.0,9,Высокое использование,Премиум,2148.9,69.9,False
 3 Series,2017,23481,Semi-Auto,33093,Diesel,145,51.4,3.0,9,Высокое использование,Премиум,3677.0,67.7,False
 1 Series,2019,25362,Semi-Auto,9503,Petrol,145,39.8,3.0,7,В хорошем состоянии,Премиум,1357.6,77.5,False
 2 Series,2019,25660,Automatic,8092,Petrol,145,39.8,3.0,7,В хорошем состоянии,Премиум,1156.0,77.7,False
 X1,2016,18211,Semi-Auto,52889,Diesel,125,57.6,2.0,10,Высокое использование,Средний класс,5288.9,61.5,False
 1 Series,2016,12121,Manual,24516,Diesel,20,72.4,1.5,10,Высокое использование,Бюджетные,2451.6,66.1,False
 2 Series,2015,9852,Manual,43555,Petrol,30,57.6,1.5,11,Высокое использование,Бюджетные,3959.5,60.0,True
 3 Series,2013,12822,Manual,9276,Petrol,160,44.8,2.0,13,Высокое использование,Бюджетные,713.5,59.5,False
 3 Series,2019,25842,Semi-Auto,4238,Diesel,145,52.3,2.0,7,В хорошем состоянии,Премиум,605.4,78.3,False
 X1,2018,22632,Semi-Auto,14852,Diesel,145,60.1,2.0,8,Высокое использование,Премиум,1856.5,73.6,False
 1 Series,2017,15381,Semi-Auto,74652,Diesel,125,60.1,2.0,9,Высокое использование,Средний класс,8294.7,61.1,False
 1 Series,2015,13391,Semi-Auto,49394,Diesel,30,64.2,2.0,11,Высокое использование,Бюджетные,4490.4,59.1,False
 4 Series,2019,27591,Manual,5303,Diesel,150,62.8,2.0,7,В хорошем состоянии,Премиум,757.6,78.2,False
 2 Series,2019,24196,Semi-Auto,2421,Petrol,145,47.9,2.0,7,В хорошем состоянии,Премиум,345.9,78.6,False
 5 Series,2017,27152,Semi-Auto,66068,Diesel,145,51.4,3.0,9,Высокое использование,Премиум,7340.9,62.4,False
 4 Series,2018,21302,Automatic,17768,Diesel,145,65.7,2.0,8,Высокое использование,Премиум,2221.0,73.2,False
 4 Series,2017,20062,Semi-Auto,46674,Diesel,145,55.4,3.0,9,Высокое использование,Средний класс,5186.0,65.5,False
 3 Series,2017,20498,Semi-Auto,22271,Hybrid,0,134.5,2.0,9,Высокое использование,Премиум,2474.6,69.4,False
 1 Series,2016,11110,Manual,25073,Diesel,0,83.1,1.5,10,Высокое использование,Бюджетные,2507.3,66.0,False
 1 Series,2017,15870,Semi-Auto,28163,Petrol,150,54.3,1.5,9,Высокое использование,Средний класс,3129.2,68.5,False
 1 Series,2017,14490,Manual,22137,Diesel,145,70.6,1.5,9,Высокое использование,Бюджетные,2459.7,69.5,False
 2 Series,2017,12999,Manual,42378,Petrol,125,53.3,1.5,9,Высокое использование,Бюджетные,4708.7,66.2,True
 X3,2013,15341,Semi-Auto,68729,Diesel,165,50.4,2.0,13,Высокое использование,Средний класс,5286.8,50.0,False
 3 Series,2015,14051,Semi-Auto,68704,Diesel,125,58.9,2.0,11,Высокое использование,Бюджетные,6245.8,56.0,False
 4 Series,2016,19216,Automatic,25798,Petrol,160,44.1,2.0,10,Высокое использование,Средний класс,2579.8,65.9,False
 5 Series,2018,33066,Automatic,5595,Petrol,145,29.1,3.0,8,Высокое использование,Люкс,699.4,75.1,False
 M4,2019,58662,Automatic,3395,Petrol,145,34.0,3.0,7,В хорошем состоянии,Люкс,485.0,78.5,False
 5 Series,2017,21946,Automatic,38410,Petrol,145,48.7,2.0,9,Высокое использование,Премиум,4267.8,66.9,False
 4 Series,2015,17786,Automatic,45550,Petrol,260,37.2,3.0,11,Высокое использование,Средний класс,4140.9,59.7,False
 4 Series,2019,22766,Automatic,5767,Petrol,145,48.7,2.0,7,В хорошем состоянии,Премиум,823.9,78.1,True
 X5,2019,48836,Automatic,4553,Petrol,145,27.2,3.0,7,В хорошем состоянии,Люкс,650.4,78.3,False
 3 Series,2013,12262,Semi-Auto,44125,Diesel,30,62.8,2.0,13,Высокое использование,Бюджетные,3394.2,53.9,False
 1 Series,2013,10372,Manual,33940,Diesel,30,64.2,2.0,13,Высокое использование,Бюджетные,2610.8,55.6,False
 X1,2019,22442,Manual,3991,Petrol,145,51.4,1.5,7,В хорошем состоянии,Премиум,570.1,78.4,False
 1 Series,2017,15672,Manual,20327,Petrol,125,52.3,1.5,9,Высокое использование,Средний класс,2258.6,69.7,False
 X3,2019,31683,Semi-Auto,8524,Petrol,145,30.4,2.0,7,В хорошем состоянии,Люкс,1217.7,77.6,False
 X3,2019,31903,Semi-Auto,7161,Petrol,145,30.4,2.0,7,В хорошем состоянии,Люкс,1023.0,77.9,False
 3 Series,2016,12990,Semi-Auto,48788,Diesel,0,74.3,2.0,10,Высокое использование,Бюджетные,4878.8,62.2,True
 X1,2018,19300,Manual,15209,Diesel,145,52.3,2.0,8,Высокое использование,Средний класс,1901.1,73.6,False
 1 Series,2016,15480,Automatic,30900,Petrol,145,47.9,2.0,10,Высокое использование,Средний класс,3090.0,65.1,False
 2 Series,2016,12368,Manual,30243,Petrol,125,50.4,1.5,10,Высокое использование,Бюджетные,3024.3,65.2,False
 2 Series,2016,15490,Semi-Auto,36924,Diesel,30,62.8,2.0,10,Высокое использование,Средний класс,3692.4,64.1,False
 1 Series,2017,12942,Manual,36274,Diesel,145,70.6,1.5,9,Высокое использование,Бюджетные,4030.4,67.2,False
 X5,2014,27498,Automatic,28056,Petrol,555,26.9,4.4,12,Высокое использование,Премиум,2338.0,59.5,False
 1 Series,2015,11933,Semi-Auto,19168,Petrol,145,49.6,1.6,11,Высокое использование,Бюджетные,1742.5,63.9,False
 4 Series,2018,19991,Semi-Auto,8018,Petrol,145,44.1,2.0,8,Высокое использование,Средний класс,1002.2,74.7,False
 2 Series,2019,15630,Manual,20592,Petrol,145,40.9,1.5,7,В хорошем состоянии,Средний класс,2941.7,75.7,True
 2 Series,2017,20740,Manual,9885,Petrol,145,36.2,3.0,9,Высокое использование,Премиум,1098.3,71.4,False
 5 Series,2017,22899,Semi-Auto,33046,Diesel,145,64.2,2.0,9,Высокое использование,Премиум,3671.8,67.7,False
 X1,2016,15500,Manual,37000,Diesel,125,60.1,2.0,10,Высокое использование,Средний класс,3700.0,64.1,False
 X1,2016,16700,Semi-Auto,44000,Diesel,145,55.4,2.0,10,Высокое использование,Средний класс,4400.0,63.0,False
 2 Series,2017,14200,Semi-Auto,14500,Diesel,20,68.9,2.0,9,Высокое использование,Бюджетные,1611.1,70.7,False
 X1,2017,18890,Semi-Auto,21113,Diesel,145,65.7,2.0,9,Высокое использование,Средний класс,2345.9,69.6,False
 1 Series,2017,13500,Manual,34500,Diesel,150,65.7,2.0,9,Высокое использование,Бюджетные,3833.3,67.5,False
 1 Series,2017,15500,Manual,11500,Petrol,150,52.3,1.5,9,Высокое использование,Средний класс,1277.8,71.2,False
 X1,2016,18650,Automatic,29330,Diesel,145,55.4,2.0,10,Высокое использование,Средний класс,2933.0,65.3,False
 5 Series,2019,31580,Automatic,8612,Petrol,145,48.7,2.0,7,В хорошем состоянии,Люкс,1230.3,77.6,False
 3 Series,2019,27710,Semi-Auto,9545,Diesel,145,52.3,2.0,7,В хорошем состоянии,Премиум,1363.6,77.5,False
 1 Series,2017,11799,Manual,10683,Petrol,30,56.5,1.5,9,Высокое использование,Бюджетные,1187.0,71.3,True
 i3,2014,14495,Automatic,34539,Hybrid,0,470.8,0.0,12,Высокое использование,Бюджетные,2878.2,58.5,False
 1 Series,2017,15000,Semi-Auto,26488,Diesel,20,67.3,2.0,9,Высокое использование,Средний класс,2943.1,68.8,False
 3 Series,2020,33995,Semi-Auto,10,Diesel,145,53.3,2.0,6,В хорошем состоянии,Люкс,1.7,82.0,False
 3 Series,2019,29990,Semi-Auto,5604,Petrol,145,40.9,2.0,7,В хорошем состоянии,Люкс,800.6,78.1,False
 X1,2017,18995,Semi-Auto,32300,Diesel,150,57.6,2.0,9,Высокое использование,Средний класс,3588.9,67.8,False
 2 Series,2017,12500,Manual,48839,Diesel,145,74.3,1.5,9,Высокое использование,Бюджетные,5426.6,65.2,True
 2 Series,2018,17000,Manual,19566,Diesel,145,54.3,2.0,8,Высокое использование,Средний класс,2445.8,72.9,False
